timestamp,symbol,action,price,quantity,reason,mode,outcome,pnl
2026-08-10T00:47:03.831Z,ETHUSDT,BUY,1907.08,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 108 real prior losses vs 23 wins on bullish-cross-9/21-5m (net -39.71%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,win,0.1326
2026-08-10T00:47:04.122Z,SOLUSDT,BUY,76.35,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 103 real prior losses vs 22 wins on bullish-cross-9/21-5m (net -35.36%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,win,0.0143
2026-08-10T01:02:12.151Z,ETHUSDT,SELL,1912.78,0,"[bearish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 113 real prior losses vs 27 wins on bearish-cross-9/21-5m (net -39.67%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.9509
2026-08-10T01:17:20.592Z,BTCUSDT,SELL,65001.38,0,"[bearish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 120 real prior losses vs 17 wins on bearish-cross-9/21-5m (net -40.81%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.4569
2026-08-10T01:27:26.269Z,BTCUSDT,BUY,65042.00,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 114 real prior losses vs 19 wins on bullish-cross-9/21-5m (net -39.28%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.4653
2026-08-10T01:32:29.454Z,ETHUSDT,BUY,1915.17,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 108 real prior losses vs 23 wins on bullish-cross-9/21-5m (net -39.71%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.2838
2026-08-10T02:45:16.624Z,BTCUSDT,SELL,65200.48,0,"[bearish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 121 real prior losses vs 17 wins on bearish-cross-9/21-5m (net -41.26%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.0306
2026-08-10T03:02:25.787Z,ETHUSDT,SELL,1923.52,0,"[bearish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 114 real prior losses vs 27 wins on bearish-cross-9/21-5m (net -40.62%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,win,0.0161
2026-08-10T03:07:28.360Z,ETHUSDT,BUY,1923.17,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 109 real prior losses vs 24 wins on bullish-cross-9/21-5m (net -39.86%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.4955
2026-08-10T03:12:30.957Z,BTCUSDT,BUY,65073.67,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 116 real prior losses vs 19 wins on bullish-cross-9/21-5m (net -40.04%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.3451
2026-08-10T03:12:31.657Z,SOLUSDT,BUY,76.77,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 103 real prior losses vs 23 wins on bullish-cross-9/21-5m (net -35.34%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.4433
2026-08-10T03:32:42.093Z,BTCUSDT,SELL,65028.95,0,"[bearish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 121 real prior losses vs 17 wins on bearish-cross-9/21-5m (net -41.26%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.2948
2026-08-10T03:52:52.867Z,BTCUSDT,BUY,65050.73,0,"[bullish-cross-9/21-5m] Memory blocked this entry (counterfactual): Ledger shows 116 real prior losses vs 19 wins on bullish-cross-9/21-5m (net -40.04%) and learnings.md warns about it — this signal repeats a known bad trade, so SKIP.",scan-filtered,loss,-0.3319
