run_at,source,command,symbol,interval,strategy,params,window_start,window_end,setups,wins,losses,win_rate_pct,profit_factor,total_pnl_pct,avg_pnl_pct,max_dd_pct,fee_bps,notes
2026-07-15T16:50:55.177Z,local-replay,replay:raw,BNBUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2023-12-06T09:36:00Z,2026-07-14T23:59:59.999Z,46,29,17,63.0435,2.9098,203.3873,4.4215,37.85,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:50:57.580Z,local-replay,replay:raw,BNBUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2017-11-06T23:59:59.999Z,2023-12-06T09:36:00Z,180,89,91,49.4444,1.0368,60.2459,0.3347,175.9475,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:50:59.941Z,local-replay,replay:raw,BNBUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2023-12-06T09:36:00Z,2026-07-14T23:59:59.999Z,91,42,49,46.1538,0.9727,-11.6154,-0.1276,92.756,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:02.179Z,local-replay,replay:raw,XRPUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2018-05-04T23:59:59.999Z,2024-01-29T02:24:00Z,74,31,43,41.8919,1.904,593.5814,8.0214,176.8039,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:04.234Z,local-replay,replay:raw,XRPUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-01-29T02:24:00Z,2026-07-14T23:59:59.999Z,39,13,26,33.3333,1.843,247.6551,6.3501,158.6481,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:06.185Z,local-replay,replay:raw,XRPUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2018-05-04T23:59:59.999Z,2024-01-29T02:24:00Z,148,75,73,50.6757,1.163,266.1219,1.7981,174.0087,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:08.387Z,local-replay,replay:raw,XRPUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-01-29T02:24:00Z,2026-07-14T23:59:59.999Z,78,39,39,50,1.6919,330.4943,4.2371,81.1348,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:10.555Z,local-replay,replay:raw,DOGEUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2019-07-05T23:59:59.999Z,2024-06-05T04:48:00Z,60,36,24,60,7.8305,2400.9722,40.0162,160.3347,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:12.539Z,local-replay,replay:raw,DOGEUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-06-05T04:48:00Z,2026-07-14T23:59:59.999Z,26,14,12,53.8462,0.9565,-8.1991,-0.3154,95.5185,30,"0 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:14.675Z,local-replay,replay:raw,DOGEUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2019-07-05T23:59:59.999Z,2024-06-05T04:48:00Z,120,68,52,56.6667,1.2038,547.8307,4.5653,722.0005,30,"5 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:16.936Z,local-replay,replay:raw,DOGEUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-06-05T04:48:00Z,2026-07-14T23:59:59.999Z,53,29,24,54.717,1.2377,82.4858,1.5563,58.1025,30,"0 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:19.335Z,local-replay,replay:raw,ADAUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2018-04-17T23:59:59.999Z,2024-01-24T00:00:00Z,63,33,30,52.381,1.8195,484.7254,7.6941,275.3561,30,"0 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:21.575Z,local-replay,replay:raw,ADAUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-01-24T00:00:00Z,2026-07-14T23:59:59.999Z,44,11,33,25,1.4196,245.8263,5.587,398.3548,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:23.890Z,local-replay,replay:raw,ADAUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2018-04-17T23:59:59.999Z,2024-01-24T00:00:00Z,126,73,53,57.9365,1.1308,202.3577,1.606,234.7527,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:26.478Z,local-replay,replay:raw,ADAUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-01-24T00:00:00Z,2026-07-14T23:59:59.999Z,88,43,45,48.8636,1.099,122.6511,1.3938,211.9004,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:28.495Z,local-replay,replay:raw,LINKUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2019-01-16T23:59:59.999Z,2024-04-15T04:48:00Z,69,38,31,55.0725,1.9384,398.9453,5.7818,105.2386,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:30.533Z,local-replay,replay:raw,LINKUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-04-15T04:48:00Z,2026-07-14T23:59:59.999Z,40,20,20,50,1.1705,55.9455,1.3986,166.3402,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:32.774Z,local-replay,replay:raw,LINKUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2019-01-16T23:59:59.999Z,2024-04-15T04:48:00Z,137,69,68,50.365,1.0987,116.3116,0.849,157.2474,30,"4 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:34.842Z,local-replay,replay:raw,LINKUSDT,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-04-15T04:48:00Z,2026-07-14T23:59:59.999Z,80,40,40,50,1.1603,101.2531,1.2657,70.0945,30,"5 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:51:59.936Z,local-replay,replay:raw,SPY,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2018-11-02T03:59:59.999Z,2024-03-23T13:36:00Z,28,19,9,67.8571,1.717,36.3905,1.2997,42.7418,30,"0 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:01.150Z,local-replay,replay:raw,SPY,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-03-23T13:36:00Z,2026-07-15T03:59:59.999Z,24,14,10,58.3333,1.1655,6.7183,0.2799,27.5916,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:02.222Z,local-replay,replay:raw,SPY,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2018-11-02T03:59:59.999Z,2024-03-23T13:36:00Z,56,31,25,55.3571,0.8924,-16.9008,-0.3018,35.2844,30,"0 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:02.955Z,local-replay,replay:raw,SPY,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-03-23T13:36:00Z,2026-07-15T03:59:59.999Z,48,23,25,47.9167,0.9037,-9.2268,-0.1922,24.8636,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:03.846Z,local-replay,replay:raw,QQQ,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,33,19,14,57.5758,1.0777,6.7887,0.2057,56.747,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:04.618Z,local-replay,replay:raw,QQQ,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,13,7,6,53.8462,1.2351,8.4221,0.6479,27.0817,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:05.438Z,local-replay,replay:raw,QQQ,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,67,33,34,49.2537,0.796,-45.976,-0.6862,65.0845,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:06.186Z,local-replay,replay:raw,QQQ,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,26,14,12,53.8462,1.217,14.4422,0.5555,15.0334,30,"5 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:06.828Z,local-replay,replay:raw,AAPL,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,36,21,15,58.3333,1.8793,95.9154,2.6643,49.8819,30,"2 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:07.429Z,local-replay,replay:raw,AAPL,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,16,9,7,56.25,1.634,25.5354,1.596,23.816,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:08.115Z,local-replay,replay:raw,AAPL,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,71,36,35,50.7042,1.1384,38.0791,0.5363,21.7674,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:08.796Z,local-replay,replay:raw,AAPL,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,32,15,17,46.875,0.8875,-12.321,-0.385,28.4174,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:09.580Z,local-replay,replay:raw,NVDA,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,45,19,26,42.2222,1.1957,76.5237,1.7005,177.0772,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:10.299Z,local-replay,replay:raw,NVDA,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":true,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,23,12,11,52.1739,1.132,12.5526,0.5458,64.0611,30,"1 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:10.968Z,local-replay,replay:raw,NVDA,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2020-07-28T03:59:59.999Z,2024-09-29T18:24:00Z,91,41,50,45.0549,0.7999,-185.0999,-2.0341,198.3186,30,"6 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T16:52:11.593Z,local-replay,replay:raw,NVDA,1d,tsmom,"{""lookback"":28,""horizon"":28,""longOnly"":false,""memoryFilter"":false}",2024-09-29T18:24:00Z,2026-07-15T03:59:59.999Z,45,19,26,42.2222,0.7281,-54.6493,-1.2144,80.7907,30,"3 incomplete setups excluded; per-setup study, non-compounding"
2026-07-15T18:20:00Z,local-analysis,trial06-correction,ETH+BNB+ADA+LINK+SOL,1d,tsmom,"{""test"":""drift-adjusted mean excess, bootstrap 10k seed42"",""tiers"":""BH q=0.10 within-5 + Bonferroni N=52 configs"",""N_rows"":112}",per-candidate OOS windows,2026-07-14,,,,,,,,30,TRIAL 06 VERDICT: all 5 candidates FAIL both tiers (p_excess 0.22-0.42; t 0.29-0.76) — demoted to WATCH and pilot-ineligible per pre-registration; BNB raw p=0.004 is beta (drift 3.12%); required forward n at alpha=.05: BNB 491 / ADA 686 / ETH 1270 / SOL 1971 / LINK 3026 setups — per-setup validation infeasible at this signal frequency; details docs/trial_06_multiple_testing_correction.md
2026-07-15T18:40:00Z,local-analysis,trial07-portfolio,ALL-8-CRYPTO,1d,tsmom-portfolio,"{""construction"":""daily-sign L28 long-only"",""cost"":""15bps per unit position change"",""benchmark"":""constant mean-exposure"",""bootstrap"":""10k seed42""}",2017-10,2026-06,105,,,,,,4.299,,30,TRIAL 07 PRIMARY PASS: unselected 8-crypto EW portfolio monthly timing excess +4.30%/mo (t=2.91; p=0.0004; survives even Bonferroni-x53 context 0.021; ann excess Sharpe 0.98). CAVEAT reported with equal weight: OOS-era subsample (>=2023-12, 31mo) mean +1.76%/mo p=0.23 NOT significant — effect concentrated pre-2022, consistent with verified regime/decay literature. Forward confirmation at observed size needs ~77 monthly obs; candidates remain WATCH/pilot-ineligible per pre-registration. docs/trial_07_portfolio_reanalysis.md
